Channel,SFD,AttEn,SVDEn,Hjorth,Participant,Condition,Dataset
P8,1.640593356537443,2.3975856811152783,2.315345257078447,1.7041079692237577,sub-010006,Eyes-Open,Lemon
PO9,1.642434688776377,2.30603798978736,2.3165893596431815,1.762153072707573,sub-010006,Eyes-Open,Lemon
O1,1.6266684978022325,2.342093881224833,2.315044400296801,1.7556032000717663,sub-010006,Eyes-Open,Lemon
Oz,1.62021026494811,2.3414844861470745,2.3130663690461466,1.7817720378054576,sub-010006,Eyes-Open,Lemon
O2,1.6287658363158868,2.343606786226185,2.3141851135733362,1.78640510691735,sub-010006,Eyes-Open,Lemon
PO10,1.6319668890843122,2.293999264505209,2.3146211983239677,1.8000568560171666,sub-010006,Eyes-Open,Lemon
AF7,1.617736194962856,2.0900619483889087,2.321137912253342,1.5034670474231118,sub-010006,Eyes-Open,Lemon
AF3,1.6628881742346926,2.213358080864931,2.3169548229692816,1.6297441217810178,sub-010006,Eyes-Open,Lemon
AF4,1.6553848266705646,2.2860842922946056,2.3161311459755893,1.7351411897227804,sub-010006,Eyes-Open,Lemon
AF8,1.6537172651439964,2.2188839869435864,2.317225986945273,1.7724863359696346,sub-010006,Eyes-Open,Lemon
F5,1.657538399563891,2.176710721340967,2.319753269740975,1.6196889392644824,sub-010006,Eyes-Open,Lemon
F1,1.6479902068658419,2.258194713528265,2.3085470283568306,1.694751207739968,sub-010006,Eyes-Open,Lemon
F2,1.6450129981322492,2.277885461928001,2.3102221608640283,1.7071141742845073,sub-010006,Eyes-Open,Lemon
F6,1.6453936998326508,2.2397023538652676,2.316919848659252,1.7886504049996648,sub-010006,Eyes-Open,Lemon
FT7,1.6336956325483112,2.4575956766566747,2.3150631434558875,1.8069790925017082,sub-010006,Eyes-Open,Lemon
FC3,1.6625088995460593,2.24878541123029,2.3149913293095565,1.6479204848958853,sub-010006,Eyes-Open,Lemon
FC4,1.6454713532736704,2.420708578674952,2.3143667235815926,1.754002223228429,sub-010006,Eyes-Open,Lemon
FT8,1.635600331490731,2.4525696110715325,2.315435117129447,1.7759350949552333,sub-010006,Eyes-Open,Lemon
C5,1.6499825826903622,2.3660294616982216,2.312108559773756,1.6749851382594014,sub-010006,Eyes-Open,Lemon
C1,1.6392716275034314,2.3212209721624344,2.3095602244472477,1.6036694279875199,sub-010006,Eyes-Open,Lemon
C2,1.636128642095923,2.280551341113208,2.3083528629928205,1.5710782508415346,sub-010006,Eyes-Open,Lemon
C6,1.6384631348995307,2.520966207735356,2.3049815989248468,1.6640120318731126,sub-010006,Eyes-Open,Lemon
TP7,1.6338156657899519,2.3785026026069582,2.3128921676194087,1.6854070021459253,sub-010006,Eyes-Open,Lemon
CP3,1.6467502666889688,2.44836910022119,2.3035095280213573,1.608971585115358,sub-010006,Eyes-Open,Lemon
CPz,1.6427909874826354,2.2318572023134053,2.312393191668447,1.5227071106881198,sub-010006,Eyes-Open,Lemon
CP4,1.6306465792372071,2.4578192341118483,2.308863195433391,1.6533700163887979,sub-010006,Eyes-Open,Lemon
TP8,1.6397736762276662,2.434379427641643,2.317852319911274,1.71889657529971,sub-010006,Eyes-Open,Lemon
P5,1.6337458190906031,2.392879064209424,2.3106801713209246,1.655753836319688,sub-010006,Eyes-Open,Lemon
P1,1.6438360075578815,2.4189529274910333,2.3161790088247702,1.6436411657463437,sub-010006,Eyes-Open,Lemon
P2,1.632082002617113,2.3823218374000596,2.313886791856311,1.623280002127292,sub-010006,Eyes-Open,Lemon
P6,1.6391542764008356,2.4374302938669734,2.3070177567214327,1.6579192995848777,sub-010006,Eyes-Open,Lemon
PO7,1.6389402057852376,2.355876382425956,2.3173193541192685,1.7365073438135328,sub-010006,Eyes-Open,Lemon
PO3,1.6353542406969526,2.373595685440735,2.3178151117273744,1.7055344715114709,sub-010006,Eyes-Open,Lemon
POz,1.6346284767342034,2.4017825985173946,2.315705303373854,1.752884931659548,sub-010006,Eyes-Open,Lemon
PO4,1.6337335664771508,2.4297734727779514,2.313709181469192,1.7176327081715659,sub-010006,Eyes-Open,Lemon
PO8,1.6310803394304856,2.3675007906069636,2.314873149812149,1.7406389814228929,sub-010006,Eyes-Open,Lemon
Fp1,1.6372638510414728,2.8198572705757794,2.215112516929734,1.690299180212323,sub-010007,Eyes-Closed,Lemon
Fp2,1.6422016968955118,2.650433593046781,2.2583783333799365,1.7943228516805663,sub-010007,Eyes-Closed,Lemon
F7,1.6501663543065614,2.680850355738144,2.252943341982776,1.8487245815559585,sub-010007,Eyes-Closed,Lemon
F3,1.6365407101556952,2.8110116399185037,2.2016151743489725,1.7161260387334436,sub-010007,Eyes-Closed,Lemon
Fz,1.6332879970343193,2.891437987980547,2.216219329074124,1.6085514065519955,sub-010007,Eyes-Closed,Lemon
F4,1.6330421434298827,2.7248878025305556,2.2551026894254456,1.6576725224539863,sub-010007,Eyes-Closed,Lemon
F8,1.6485676417087278,2.6139006987919404,2.2973781487894605,1.816299292859798,sub-010007,Eyes-Closed,Lemon
FC5,1.6579035301511333,2.6053233346629674,2.231570327889399,1.8286107816555308,sub-010007,Eyes-Closed,Lemon
FC1,1.6386505546104657,2.8955750913274727,2.208310387269158,1.6335217232394146,sub-010007,Eyes-Closed,Lemon
FC2,1.6312330792534033,2.8099882510014633,2.246948393499326,1.6273604281278882,sub-010007,Eyes-Closed,Lemon
FC6,1.662434002909118,2.5382012245906855,2.304948468692057,1.6970546638141597,sub-010007,Eyes-Closed,Lemon
T7,1.6565204855180031,2.5877993283788308,2.28518069216322,1.7959737493076977,sub-010007,Eyes-Closed,Lemon
C3,1.6457619991766599,2.742660413714568,2.20561032400682,1.6772393986928111,sub-010007,Eyes-Closed,Lemon
Cz,1.6396962674711202,2.8376021707646135,2.2513987738120265,1.6496647265439788,sub-010007,Eyes-Closed,Lemon
C4,1.6529786705369933,2.5992106340433176,2.2881779798212905,1.5166802759842817,sub-010007,Eyes-Closed,Lemon
T8,1.6508206168144117,2.628360585584971,2.293593488217692,1.7300564400954328,sub-010007,Eyes-Closed,Lemon
CP5,1.6588062193253348,2.6884647776965407,2.2313697219563546,1.565689784218929,sub-010007,Eyes-Closed,Lemon
CP1,1.6438404401364228,2.722186914918765,2.269371902502395,1.562414839353777,sub-010007,Eyes-Closed,Lemon
CP2,1.6524492617516562,2.6785355209439743,2.2894138266477047,1.5906249023330867,sub-010007,Eyes-Closed,Lemon
CP6,1.6419384144606837,2.812107950896284,2.1980163153018406,1.4809873840936598,sub-010007,Eyes-Closed,Lemon
AFz,1.6341133918978084,2.8295221989047525,2.2220595376518917,1.6753335238052733,sub-010007,Eyes-Closed,Lemon
P7,1.6500323914352604,2.676631923007179,2.2689815810632177,1.6169423124987734,sub-010007,Eyes-Closed,Lemon
P3,1.6539553755683536,2.7065752578019735,2.235242127213912,1.4492097016617909,sub-010007,Eyes-Closed,Lemon
Pz,1.64291627783162,2.79065151171518,2.2381691715794907,1.5759972359847803,sub-010007,Eyes-Closed,Lemon
P4,1.644936627872633,2.889592775639897,2.1673145851992697,1.4657892329466804,sub-010007,Eyes-Closed,Lemon
P8,1.6485559987037752,2.9998540286738606,2.11434140443898,1.5021787622129033,sub-010007,Eyes-Closed,Lemon
PO9,1.6555510660140667,2.7105497907092375,2.2579053677488057,1.7111266986411031,sub-010007,Eyes-Closed,Lemon
O1,1.6191502906746789,2.781697776894677,2.2420839262834162,1.5786349723632358,sub-010007,Eyes-Closed,Lemon
Oz,1.616426283443972,2.837403837398171,2.2056672928584256,1.613995651893812,sub-010007,Eyes-Closed,Lemon
O2,1.6388435409692503,2.9800226877848353,2.112669126465743,1.5112866777479483,sub-010007,Eyes-Closed,Lemon
PO10,1.6464613419356424,2.844997478693478,2.1692888695563664,1.7439716730118693,sub-010007,Eyes-Closed,Lemon
AF7,1.6385612893579355,2.8203588708971554,2.21928759336415,1.701827411769496,sub-010007,Eyes-Closed,Lemon
AF3,1.6349089349462886,2.8423071466357848,2.207476902855537,1.6708530099834886,sub-010007,Eyes-Closed,Lemon
AF4,1.635275932416692,2.7739226424270926,2.237214105050385,1.66604800950202,sub-010007,Eyes-Closed,Lemon
AF8,1.647702702371258,2.6241888603315298,2.2950254936977337,1.8138881622521952,sub-010007,Eyes-Closed,Lemon
F5,1.6427383021484783,2.7097895920381982,2.2132969497523884,1.7905974532570115,sub-010007,Eyes-Closed,Lemon
F1,1.6336991932137792,2.9070145785234733,2.206407694167484,1.6134780941720108,sub-010007,Eyes-Closed,Lemon
F2,1.6325310166278608,2.8216145429086437,2.2349028977548078,1.6309029378239563,sub-010007,Eyes-Closed,Lemon
F6,1.643048274593383,2.614968392581772,2.2851105264997984,1.7417643279187405,sub-010007,Eyes-Closed,Lemon
FT7,1.6662021122811468,2.5108994672429934,2.278661418133518,1.9025527589947113,sub-010007,Eyes-Closed,Lemon
FC3,1.64461151813852,2.7553675418900765,2.2027588593476044,1.7656551569268508,sub-010007,Eyes-Closed,Lemon
FC4,1.6362202790719973,2.6364815710257004,2.2829592964713283,1.634242717130154,sub-010007,Eyes-Closed,Lemon
FT8,1.6681118199835927,2.4804112797593136,2.3171821247875397,1.8182637574343568,sub-010007,Eyes-Closed,Lemon
C5,1.668712163559467,2.560207889885817,2.237502419661631,1.7501524998646374,sub-010007,Eyes-Closed,Lemon
C1,1.643121283772575,2.8420537645239694,2.230627369231345,1.64069604951448,sub-010007,Eyes-Closed,Lemon
C2,1.6476067733507653,2.705434126802997,2.290154413997949,1.635995366453397,sub-010007,Eyes-Closed,Lemon
C6,1.6597290247212264,2.5751004082043645,2.285524293140685,1.5913991106514305,sub-010007,Eyes-Closed,Lemon
TP7,1.662915843571656,2.5052721532590008,2.2893638650327337,1.7274207501291032,sub-010007,Eyes-Closed,Lemon
CP3,1.648589276434685,2.744485376060652,2.225202398266319,1.5219482882969855,sub-010007,Eyes-Closed,Lemon
CPz,1.650971599973038,2.655041846176943,2.297010187774745,1.6492347548078783,sub-010007,Eyes-Closed,Lemon
CP4,1.6388047502052845,2.735912444381017,2.2367126027860866,1.468114029093614,sub-010007,Eyes-Closed,Lemon
TP8,1.6506733156317388,2.8728674534216188,2.197826835150108,1.5999392861460235,sub-010007,Eyes-Closed,Lemon
P5,1.648147687873152,2.72370934887514,2.2357511128202048,1.4816240831612004,sub-010007,Eyes-Closed,Lemon
P1,1.6467143769577053,2.70049014919745,2.2634323369789113,1.5061811806379433,sub-010007,Eyes-Closed,Lemon
P2,1.6449859942524783,2.888102258710088,2.1691173726597457,1.4692688265452438,sub-010007,Eyes-Closed,Lemon
P6,1.6455608179150527,2.979271144447185,2.1090809383048996,1.4307394641586195,sub-010007,Eyes-Closed,Lemon
PO7,1.6299725332725976,2.7755803971276323,2.2468034507697863,1.5510242490032122,sub-010007,Eyes-Closed,Lemon
PO3,1.6302840279914688,2.7455830825221286,2.233856578626163,1.4821061652537366,sub-010007,Eyes-Closed,Lemon
POz,1.6270249970535295,2.909200506895534,2.160231845004234,1.5267633309258852,sub-010007,Eyes-Closed,Lemon
PO4,1.6399078784639742,2.986840514238456,2.08624553499276,1.4191108154867214,sub-010007,Eyes-Closed,Lemon
PO8,1.645747826058833,3.0260000399036473,2.076307475802814,1.457557266509317,sub-010007,Eyes-Closed,Lemon
Fp1,1.6607569919950023,2.0953088713610337,2.319943107240644,1.6582122548656653,sub-010007,Eyes-Open,Lemon
Fp2,1.6483147946640777,2.1182112573636047,2.312651289550342,1.7593847359770936,sub-010007,Eyes-Open,Lemon
F7,1.6738196977027187,2.231575376660435,2.3176553324181945,1.7822567317784546,sub-010007,Eyes-Open,Lemon
F3,1.6790494056275125,2.249104112311451,2.319354291081899,1.7095082197090317,sub-010007,Eyes-Open,Lemon
Fz,1.6522964446973147,2.4663134074772204,2.307367875013313,1.8707003027590565,sub-010007,Eyes-Open,Lemon
F4,1.6680633476766284,2.1838999955071605,2.3193994808775784,1.6502511390685606,sub-010007,Eyes-Open,Lemon
F8,1.675196730582519,2.1518869713265527,2.314729942779154,1.7901126247904866,sub-010007,Eyes-Open,Lemon
FC5,1.6857162875135212,1.9660931743228711,2.3205742323424787,1.391754239995682,sub-010007,Eyes-Open,Lemon
FC1,1.649341569429589,2.4441772377298414,2.310120911515561,1.834767230104015,sub-010007,Eyes-Open,Lemon
FC2,1.6546378741763568,2.4124628547102054,2.309287909659133,1.8406237358250417,sub-010007,Eyes-Open,Lemon
FC6,1.6825469597464853,2.1789708832005426,2.321058526422602,1.5926958268343618,sub-010007,Eyes-Open,Lemon
T7,1.6874196166946218,2.1158343962436152,2.3215677970747626,1.5590093711389952,sub-010007,Eyes-Open,Lemon
C3,1.6755753323364764,2.257959193598147,2.320681439897827,1.5989663091150497,sub-010007,Eyes-Open,Lemon
Cz,1.6442962868242503,2.471394680264158,2.310588120935589,1.8257932469954736,sub-010007,Eyes-Open,Lemon
C4,1.6673882300365483,2.3474280593446277,2.3134683166968504,1.526642259055408,sub-010007,Eyes-Open,Lemon
T8,1.6852369305230794,2.1877887918443033,2.318686599976639,1.5713032886207756,sub-010007,Eyes-Open,Lemon
CP5,1.6895802204112398,2.2122812458936485,2.3129839004900754,1.4811057363537388,sub-010007,Eyes-Open,Lemon
CP1,1.6545101002940834,2.3949960342736754,2.3212691328654653,1.681108494484208,sub-010007,Eyes-Open,Lemon
CP2,1.6593295037724403,2.3860890535902954,2.320492000733501,1.701414855969124,sub-010007,Eyes-Open,Lemon
CP6,1.6647783368536784,2.404718389827119,2.2931033720391794,1.4791379049599012,sub-010007,Eyes-Open,Lemon
AFz,1.66578999730472,2.3587302113758484,2.314729147399597,1.8508635509343914,sub-010007,Eyes-Open,Lemon
P7,1.6884860327433382,2.0800073720397316,2.3204708545624984,1.4419869562072147,sub-010007,Eyes-Open,Lemon
P3,1.6621719181147436,2.389580761814135,2.3164604967872604,1.580830023300983,sub-010007,Eyes-Open,Lemon
Pz,1.6599464768975625,2.39710674613979,2.320235584534519,1.6928406841504173,sub-010007,Eyes-Open,Lemon
P4,1.6641980270592476,2.437619539859864,2.3142733813753,1.5817940874452328,sub-010007,Eyes-Open,Lemon
P8,1.677751784371011,2.2807753177824357,2.319518688360219,1.6529211601881795,sub-010007,Eyes-Open,Lemon
PO9,1.6824232598503808,2.159019324734445,2.32038986535739,1.6585351700684539,sub-010007,Eyes-Open,Lemon
O1,1.65906895771298,2.390427548873461,2.3189114565887685,1.8564716974936684,sub-010007,Eyes-Open,Lemon
Oz,1.6491279568204,2.365194480672484,2.315194285307421,1.9049912582123183,sub-010007,Eyes-Open,Lemon
O2,1.6544473519588196,2.359134731324268,2.3200560788014135,1.8270453260881998,sub-010007,Eyes-Open,Lemon
PO10,1.6625776860254322,2.2327857633682107,2.3201916630258967,1.7647933747043734,sub-010007,Eyes-Open,Lemon
AF7,1.6346077979173783,2.1511750798913467,2.3196656367104747,1.641050921837341,sub-010007,Eyes-Open,Lemon
AF3,1.6677641428714223,2.346626785587195,2.317211718412703,1.79402019682473,sub-010007,Eyes-Open,Lemon
AF4,1.6735150523347295,2.169619209595724,2.3183484146573896,1.732865329851683,sub-010007,Eyes-Open,Lemon
AF8,1.675828487551106,2.1459794168345097,2.3143859183315203,1.7831843804135947,sub-010007,Eyes-Open,Lemon
F5,1.6929787520491422,2.018169556246866,2.3213236884283885,1.4420935559803156,sub-010007,Eyes-Open,Lemon
F1,1.6529620370120022,2.440442291576581,2.3091326289910374,1.8558675313461095,sub-010007,Eyes-Open,Lemon
F2,1.669849353084616,2.381169765060656,2.3106511422014306,1.8440143080382658,sub-010007,Eyes-Open,Lemon
F6,1.6739977987774977,2.2396722429710856,2.3159436932442157,1.8321378166457118,sub-010007,Eyes-Open,Lemon
FT7,1.689222863659257,2.0237665825850435,2.3205527698322053,1.506139275277012,sub-010007,Eyes-Open,Lemon
FC3,1.6794611863654008,2.2262212542517386,2.31994078908951,1.6797827653669177,sub-010007,Eyes-Open,Lemon
FC4,1.6653069314933457,2.2313558983806585,2.320579524752122,1.636789695867682,sub-010007,Eyes-Open,Lemon
FT8,1.6756722684054952,2.259628385460112,2.321211487789684,1.7195951341473645,sub-010007,Eyes-Open,Lemon
C5,1.6979438514966207,2.0913330942675,2.313498886428939,1.392065085331839,sub-010007,Eyes-Open,Lemon
C1,1.6459703678778588,2.432607609639748,2.313938030398544,1.8083821114145109,sub-010007,Eyes-Open,Lemon
C2,1.6585659305919704,2.3932521566656053,2.3162733236485935,1.7819700385237633,sub-010007,Eyes-Open,Lemon
C6,1.6778337334844906,2.29931168300504,2.309109455889196,1.526738432380035,sub-010007,Eyes-Open,Lemon
TP7,1.685632568563671,2.0806469906716147,2.3197741266035705,1.4642450482907705,sub-010007,Eyes-Open,Lemon
CP3,1.664246592686709,2.330701516114864,2.316571505554028,1.5607347063675743,sub-010007,Eyes-Open,Lemon
CPz,1.6615657166269677,2.385490176328742,2.3178394979957058,1.7319148166642941,sub-010007,Eyes-Open,Lemon
CP4,1.658573568662812,2.431575021586713,2.301072019487128,1.4841949748217704,sub-010007,Eyes-Open,Lemon
TP8,1.6806850053363465,2.2764288633255534,2.318673017417097,1.6243105472688835,sub-010007,Eyes-Open,Lemon
P5,1.67438187139181,2.294036241675355,2.3173555484168484,1.586261523743865,sub-010007,Eyes-Open,Lemon
P1,1.6510294177906601,2.4063340523695658,2.320854662642436,1.660702859581133,sub-010007,Eyes-Open,Lemon
P2,1.6640925157718034,2.437345008212845,2.3143065794942714,1.5824013151078489,sub-010007,Eyes-Open,Lemon
P6,1.6668360172879129,2.428323007611687,2.306855923474393,1.5565488878192255,sub-010007,Eyes-Open,Lemon
PO7,1.66673747413201,2.3315851311811358,2.3215614664885647,1.7496778803001958,sub-010007,Eyes-Open,Lemon
PO3,1.6629376517209509,2.4210431259484677,2.3208100554807465,1.6906050713971439,sub-010007,Eyes-Open,Lemon
POz,1.65737435557942,2.414112422902056,2.3196843608979494,1.787135759798025,sub-010007,Eyes-Open,Lemon
PO4,1.6654067978944773,2.4395016834998318,2.3181134917757853,1.6610344292897432,sub-010007,Eyes-Open,Lemon
PO8,1.6590724478683838,2.3605053005216936,2.3216120918266663,1.7343348124152567,sub-010007,Eyes-Open,Lemon
Fp1,1.61644181523099,2.704032622078552,2.278951493731578,1.9016637848936586,sub-010010,Eyes-Closed,Lemon
Fp2,1.615209752762841,2.7662214799682827,2.2767180098752866,1.8554382743962752,sub-010010,Eyes-Closed,Lemon
F7,1.610938259429946,2.7211399246976553,2.2846727542891503,1.9328659779825814,sub-010010,Eyes-Closed,Lemon
F3,1.617317591892001,2.6613636571016834,2.2944980346603194,1.863120002163319,sub-010010,Eyes-Closed,Lemon
Fz,1.62659902308995,2.764878281014658,2.292156709420821,1.7764874640092354,sub-010010,Eyes-Closed,Lemon
F4,1.6386213395681806,2.6290012622504078,2.2977392382864545,1.838338634490984,sub-010010,Eyes-Closed,Lemon
F8,1.628353514657109,2.5841347199526306,2.297221681876418,1.9793552623933295,sub-010010,Eyes-Closed,Lemon
FC5,1.6214284937580432,2.674025896969485,2.2938622560750237,1.8948338589415374,sub-010010,Eyes-Closed,Lemon
FC1,1.6214872167694176,2.7196567196750188,2.2951300768831504,1.7265039939225166,sub-010010,Eyes-Closed,Lemon
FC2,1.63357305873852,2.7214838501514653,2.295004292600591,1.7415368712453008,sub-010010,Eyes-Closed,Lemon
FC6,1.6436973230459846,2.605499753817801,2.2994643754473882,1.8761517857300685,sub-010010,Eyes-Closed,Lemon
T7,1.629948661425746,2.5583935943193614,2.3011260616246947,2.0394660875760784,sub-010010,Eyes-Closed,Lemon
C3,1.6105589624663956,2.7368115897924934,2.2940461889642685,1.6847727422528682,sub-010010,Eyes-Closed,Lemon
Cz,1.6417098445943976,2.6133861554444753,2.2904099923234074,1.7790533348893394,sub-010010,Eyes-Closed,Lemon
C4,1.6347894080754828,2.6621249407821748,2.2865280418636686,1.746153128602746,sub-010010,Eyes-Closed,Lemon
T8,1.639509888449182,2.6820050469545977,2.300146657655367,1.953838413283469,sub-010010,Eyes-Closed,Lemon
CP5,1.6086896078400286,2.7697239207303133,2.294441138010015,1.774708208171857,sub-010010,Eyes-Closed,Lemon
CP1,1.622406448412771,2.8059749285012714,2.28314156286406,1.7454076220864199,sub-010010,Eyes-Closed,Lemon
CP2,1.6139267508191524,2.821717892659529,2.273154923726021,1.7764861887667651,sub-010010,Eyes-Closed,Lemon
CP6,1.619402615603207,2.810490415068733,2.2718239040968013,1.7610504961487021,sub-010010,Eyes-Closed,Lemon
AFz,1.6175820438925093,2.757638765930958,2.2858955897089994,1.819945792338054,sub-010010,Eyes-Closed,Lemon
P7,1.622502069660929,2.9274807128472284,2.25627466951056,1.7707345789289444,sub-010010,Eyes-Closed,Lemon
P3,1.6125726187110714,2.9000975341326445,2.269469908667886,1.6277058450911754,sub-010010,Eyes-Closed,Lemon
Pz,1.600446411414468,2.929625566597244,2.248938126824095,1.6673410713134653,sub-010010,Eyes-Closed,Lemon
P4,1.5952336890099477,2.9108991998495304,2.2552419825099874,1.62218805851772,sub-010010,Eyes-Closed,Lemon
P8,1.6271465336605795,2.992506341545543,2.1936012794074404,1.6408478084554643,sub-010010,Eyes-Closed,Lemon
PO9,1.6180920444574887,2.970575807160324,2.2264783326804363,1.7903918577667421,sub-010010,Eyes-Closed,Lemon
O1,1.6093119812190384,3.0508318561445202,2.189416003451008,1.5391393567575278,sub-010010,Eyes-Closed,Lemon
Oz,1.6168197775444375,3.0124758258873228,2.1939447441254805,1.5755289547919111,sub-010010,Eyes-Closed,Lemon
O2,1.6252960930769056,3.0470511798001794,2.1414527728736927,1.5156646913333192,sub-010010,Eyes-Closed,Lemon
PO10,1.633079776672015,2.7239868105989786,2.2138113579753993,1.9866418016947405,sub-010010,Eyes-Closed,Lemon
AF7,1.6126618244318724,2.7429541501321695,2.277291222403174,1.8800718846890367,sub-010010,Eyes-Closed,Lemon
AF3,1.6120096173644778,2.7417532573056973,2.2849101332759103,1.821908693287931,sub-010010,Eyes-Closed,Lemon
AF4,1.6213974902162047,2.7421261186830366,2.2858450048207466,1.8041452665021682,sub-010010,Eyes-Closed,Lemon
AF8,1.6217763065562394,2.620468849423364,2.2898723305566873,2.0256971123344667,sub-010010,Eyes-Closed,Lemon
F5,1.616646658914581,2.65446140180806,2.294216934374229,1.8727513537823481,sub-010010,Eyes-Closed,Lemon
F1,1.6235651640366653,2.7466879187417406,2.2942505904221537,1.7946518624315821,sub-010010,Eyes-Closed,Lemon
F2,1.6315531640132779,2.7344003688118974,2.295426714952371,1.7722585052570259,sub-010010,Eyes-Closed,Lemon
F6,1.6388710242028643,2.627296836479445,2.298128734832293,1.837568941285184,sub-010010,Eyes-Closed,Lemon
FT7,1.6111669663192976,2.688996873561205,2.2934952533923716,2.006261931019636,sub-010010,Eyes-Closed,Lemon
FC3,1.6236047852242668,2.71206632282942,2.2968235262828895,1.7838493607201034,sub-010010,Eyes-Closed,Lemon
FC4,1.6413414936449269,2.67509341225104,2.2942673489176655,1.754286831992857,sub-010010,Eyes-Closed,Lemon
FT8,1.6396925019193773,2.535742897229837,2.304215905268504,2.007071549644815,sub-010010,Eyes-Closed,Lemon
C5,1.6174856322377833,2.7104935125104435,2.3009120810517274,1.825529795818069,sub-010010,Eyes-Closed,Lemon
C1,1.622393051257522,2.7185329570975676,2.2877416599222586,1.7313227438076624,sub-010010,Eyes-Closed,Lemon
C2,1.6361953914271319,2.695678656441493,2.285745886933588,1.7724965367880783,sub-010010,Eyes-Closed,Lemon
C6,1.6652519257080103,2.4099874189568338,2.3055235547261423,1.8067140799230645,sub-010010,Eyes-Closed,Lemon
TP7,1.6340251350900434,2.6913825349501823,2.2939216209975153,2.0023860757719847,sub-010010,Eyes-Closed,Lemon
CP3,1.610133936279551,2.799869426413231,2.28886353830815,1.6793596031304305,sub-010010,Eyes-Closed,Lemon
CPz,1.6275349938909005,2.7849486228479643,2.2715776576011617,1.8223230064419855,sub-010010,Eyes-Closed,Lemon
CP4,1.6079327605256164,2.809692627706352,2.2761473297139365,1.7209042525696296,sub-010010,Eyes-Closed,Lemon
TP8,1.638622808854774,2.6860176539145506,2.2865105228696714,1.9287163351278345,sub-010010,Eyes-Closed,Lemon
P5,1.6263625081261666,2.9059664766833193,2.2704174232064585,1.6923716218473341,sub-010010,Eyes-Closed,Lemon
P1,1.6042138632063063,2.9053550236160017,2.2628508313379,1.649337649863173,sub-010010,Eyes-Closed,Lemon
P2,1.5944440544077163,2.9176925217436533,2.2573573816471924,1.6526063907263089,sub-010010,Eyes-Closed,Lemon
P6,1.616762053626376,2.995664473154508,2.210266076278644,1.5684543190743774,sub-010010,Eyes-Closed,Lemon
PO7,1.6210245535061392,3.037200232011065,2.216361148159337,1.616364862194061,sub-010010,Eyes-Closed,Lemon
PO3,1.6211164946432208,2.9985927817675195,2.225436835965011,1.5450028974585552,sub-010010,Eyes-Closed,Lemon
POz,1.6014308327567786,2.998275296068365,2.2044634540028514,1.5169187276653473,sub-010010,Eyes-Closed,Lemon
PO4,1.6010236606076278,3.0010006651115555,2.204675203100289,1.5165268141948967,sub-010010,Eyes-Closed,Lemon
PO8,1.6264852666608376,3.061079598182621,2.134616256295371,1.4975296260611506,sub-010010,Eyes-Closed,Lemon
Fp1,1.6459442063180783,2.358108481943758,2.309068192471374,2.046994468610855,sub-010010,Eyes-Open,Lemon
Fp2,1.652879587073256,2.3635717043919504,2.312035515801577,2.0007550407872867,sub-010010,Eyes-Open,Lemon
F7,1.6388973600960646,2.521601004384947,2.298978194734009,2.1786740775069506,sub-010010,Eyes-Open,Lemon
F3,1.6385194064718758,2.509881264723564,2.3161986439616773,1.9078150982498405,sub-010010,Eyes-Open,Lemon
Fz,1.6374840819911758,2.5841304115977812,2.3132594442827012,1.8830352485111566,sub-010010,Eyes-Open,Lemon
F4,1.6459270001095263,2.3688425716603954,2.3164645051200634,1.890728735212906,sub-010010,Eyes-Open,Lemon
F8,1.6456994170256882,2.352300774844768,2.3067136687320073,2.0572030797475334,sub-010010,Eyes-Open,Lemon
FC5,1.6400556304743032,2.5345370341942286,2.3140027539886336,1.9720027023990234,sub-010010,Eyes-Open,Lemon
FC1,1.6432969337234073,2.5436045727076793,2.316216358979437,1.7528835837653949,sub-010010,Eyes-Open,Lemon
FC2,1.6361776410507187,2.5294837655627496,2.316872016771196,1.789916984708198,sub-010010,Eyes-Open,Lemon
FC6,1.6523455647257657,2.3908550376681674,2.3178662845933085,1.8917559150824272,sub-010010,Eyes-Open,Lemon
T7,1.6337741242327206,2.380594040553035,2.309107861029905,2.04026901627401,sub-010010,Eyes-Open,Lemon
C3,1.6062417748642503,2.567103026027635,2.3188350088641028,1.7230572953106218,sub-010010,Eyes-Open,Lemon
Cz,1.6498210023856843,2.445515693925893,2.309010509653634,1.8853179721376097,sub-010010,Eyes-Open,Lemon
C4,1.6406315868863617,2.5086001985158073,2.312712953349545,1.8120265909174285,sub-010010,Eyes-Open,Lemon
T8,1.6397719140798466,2.4932955783005815,2.3090769319125832,2.047755489717619,sub-010010,Eyes-Open,Lemon
CP5,1.6236850076648837,2.593776697286701,2.3163194030751324,1.8994716336542583,sub-010010,Eyes-Open,Lemon
CP1,1.6300683084566996,2.55276900384039,2.31291243957868,1.9206965666645646,sub-010010,Eyes-Open,Lemon
CP2,1.6320530257527355,2.5836080739652023,2.3077865241390914,1.9991701323016098,sub-010010,Eyes-Open,Lemon
CP6,1.6318930350253855,2.6199903811576357,2.310160024062578,1.9139708775740776,sub-010010,Eyes-Open,Lemon
AFz,1.6335927610843557,2.562046088051468,2.311922223434025,1.9698802057444487,sub-010010,Eyes-Open,Lemon
P7,1.6206752000359863,2.6388476800333183,2.3094467026373957,1.996443858163708,sub-010010,Eyes-Open,Lemon
