Rpeaks,Participant,Sampling_Rate,Database
252144,MIT-LongTerm_00,128,MIT-LongTerm
252256,MIT-LongTerm_00,128,MIT-LongTerm
252367,MIT-LongTerm_00,128,MIT-LongTerm
252478,MIT-LongTerm_00,128,MIT-LongTerm
252590,MIT-LongTerm_00,128,MIT-LongTerm
252708,MIT-LongTerm_00,128,MIT-LongTerm
252833,MIT-LongTerm_00,128,MIT-LongTerm
252955,MIT-LongTerm_00,128,MIT-LongTerm
253076,MIT-LongTerm_00,128,MIT-LongTerm
253199,MIT-LongTerm_00,128,MIT-LongTerm
253320,MIT-LongTerm_00,128,MIT-LongTerm
253440,MIT-LongTerm_00,128,MIT-LongTerm
253556,MIT-LongTerm_00,128,MIT-LongTerm
253670,MIT-LongTerm_00,128,MIT-LongTerm
253784,MIT-LongTerm_00,128,MIT-LongTerm
253898,MIT-LongTerm_00,128,MIT-LongTerm
254007,MIT-LongTerm_00,128,MIT-LongTerm
254115,MIT-LongTerm_00,128,MIT-LongTerm
254219,MIT-LongTerm_00,128,MIT-LongTerm
254322,MIT-LongTerm_00,128,MIT-LongTerm
254428,MIT-LongTerm_00,128,MIT-LongTerm
254538,MIT-LongTerm_00,128,MIT-LongTerm
254647,MIT-LongTerm_00,128,MIT-LongTerm
254761,MIT-LongTerm_00,128,MIT-LongTerm
254872,MIT-LongTerm_00,128,MIT-LongTerm
254977,MIT-LongTerm_00,128,MIT-LongTerm
255078,MIT-LongTerm_00,128,MIT-LongTerm
255182,MIT-LongTerm_00,128,MIT-LongTerm
255285,MIT-LongTerm_00,128,MIT-LongTerm
255383,MIT-LongTerm_00,128,MIT-LongTerm
255480,MIT-LongTerm_00,128,MIT-LongTerm
255581,MIT-LongTerm_00,128,MIT-LongTerm
255781,MIT-LongTerm_00,128,MIT-LongTerm
255971,MIT-LongTerm_00,128,MIT-LongTerm
256071,MIT-LongTerm_00,128,MIT-LongTerm
256168,MIT-LongTerm_00,128,MIT-LongTerm
256265,MIT-LongTerm_00,128,MIT-LongTerm
256362,MIT-LongTerm_00,128,MIT-LongTerm
256465,MIT-LongTerm_00,128,MIT-LongTerm
256573,MIT-LongTerm_00,128,MIT-LongTerm
256677,MIT-LongTerm_00,128,MIT-LongTerm
256783,MIT-LongTerm_00,128,MIT-LongTerm
256900,MIT-LongTerm_00,128,MIT-LongTerm
257017,MIT-LongTerm_00,128,MIT-LongTerm
257123,MIT-LongTerm_00,128,MIT-LongTerm
257225,MIT-LongTerm_00,128,MIT-LongTerm
257328,MIT-LongTerm_00,128,MIT-LongTerm
257435,MIT-LongTerm_00,128,MIT-LongTerm
257540,MIT-LongTerm_00,128,MIT-LongTerm
257645,MIT-LongTerm_00,128,MIT-LongTerm
257784,MIT-LongTerm_00,128,MIT-LongTerm
257906,MIT-LongTerm_00,128,MIT-LongTerm
258026,MIT-LongTerm_00,128,MIT-LongTerm
258139,MIT-LongTerm_00,128,MIT-LongTerm
258251,MIT-LongTerm_00,128,MIT-LongTerm
258358,MIT-LongTerm_00,128,MIT-LongTerm
258459,MIT-LongTerm_00,128,MIT-LongTerm
258559,MIT-LongTerm_00,128,MIT-LongTerm
258665,MIT-LongTerm_00,128,MIT-LongTerm
258769,MIT-LongTerm_00,128,MIT-LongTerm
258870,MIT-LongTerm_00,128,MIT-LongTerm
258970,MIT-LongTerm_00,128,MIT-LongTerm
259073,MIT-LongTerm_00,128,MIT-LongTerm
259180,MIT-LongTerm_00,128,MIT-LongTerm
259281,MIT-LongTerm_00,128,MIT-LongTerm
259382,MIT-LongTerm_00,128,MIT-LongTerm
259493,MIT-LongTerm_00,128,MIT-LongTerm
259609,MIT-LongTerm_00,128,MIT-LongTerm
259736,MIT-LongTerm_00,128,MIT-LongTerm
259847,MIT-LongTerm_00,128,MIT-LongTerm
259965,MIT-LongTerm_00,128,MIT-LongTerm
260087,MIT-LongTerm_00,128,MIT-LongTerm
260201,MIT-LongTerm_00,128,MIT-LongTerm
260313,MIT-LongTerm_00,128,MIT-LongTerm
260424,MIT-LongTerm_00,128,MIT-LongTerm
260652,MIT-LongTerm_00,128,MIT-LongTerm
260856,MIT-LongTerm_00,128,MIT-LongTerm
260957,MIT-LongTerm_00,128,MIT-LongTerm
261165,MIT-LongTerm_00,128,MIT-LongTerm
261261,MIT-LongTerm_00,128,MIT-LongTerm
261363,MIT-LongTerm_00,128,MIT-LongTerm
261466,MIT-LongTerm_00,128,MIT-LongTerm
261570,MIT-LongTerm_00,128,MIT-LongTerm
261672,MIT-LongTerm_00,128,MIT-LongTerm
261802,MIT-LongTerm_00,128,MIT-LongTerm
261925,MIT-LongTerm_00,128,MIT-LongTerm
262039,MIT-LongTerm_00,128,MIT-LongTerm
262145,MIT-LongTerm_00,128,MIT-LongTerm
262252,MIT-LongTerm_00,128,MIT-LongTerm
262364,MIT-LongTerm_00,128,MIT-LongTerm
262475,MIT-LongTerm_00,128,MIT-LongTerm
262589,MIT-LongTerm_00,128,MIT-LongTerm
262696,MIT-LongTerm_00,128,MIT-LongTerm
262798,MIT-LongTerm_00,128,MIT-LongTerm
262905,MIT-LongTerm_00,128,MIT-LongTerm
263131,MIT-LongTerm_00,128,MIT-LongTerm
263245,MIT-LongTerm_00,128,MIT-LongTerm
263341,MIT-LongTerm_00,128,MIT-LongTerm
263468,MIT-LongTerm_00,128,MIT-LongTerm
263585,MIT-LongTerm_00,128,MIT-LongTerm
263699,MIT-LongTerm_00,128,MIT-LongTerm
263814,MIT-LongTerm_00,128,MIT-LongTerm
263928,MIT-LongTerm_00,128,MIT-LongTerm
264044,MIT-LongTerm_00,128,MIT-LongTerm
264155,MIT-LongTerm_00,128,MIT-LongTerm
264266,MIT-LongTerm_00,128,MIT-LongTerm
264377,MIT-LongTerm_00,128,MIT-LongTerm
264487,MIT-LongTerm_00,128,MIT-LongTerm
264707,MIT-LongTerm_00,128,MIT-LongTerm
264817,MIT-LongTerm_00,128,MIT-LongTerm
264927,MIT-LongTerm_00,128,MIT-LongTerm
265035,MIT-LongTerm_00,128,MIT-LongTerm
265141,MIT-LongTerm_00,128,MIT-LongTerm
265249,MIT-LongTerm_00,128,MIT-LongTerm
265464,MIT-LongTerm_00,128,MIT-LongTerm
265568,MIT-LongTerm_00,128,MIT-LongTerm
265675,MIT-LongTerm_00,128,MIT-LongTerm
265784,MIT-LongTerm_00,128,MIT-LongTerm
266001,MIT-LongTerm_00,128,MIT-LongTerm
266201,MIT-LongTerm_00,128,MIT-LongTerm
266299,MIT-LongTerm_00,128,MIT-LongTerm
266495,MIT-LongTerm_00,128,MIT-LongTerm
266597,MIT-LongTerm_00,128,MIT-LongTerm
266736,MIT-LongTerm_00,128,MIT-LongTerm
266854,MIT-LongTerm_00,128,MIT-LongTerm
266965,MIT-LongTerm_00,128,MIT-LongTerm
267078,MIT-LongTerm_00,128,MIT-LongTerm
267193,MIT-LongTerm_00,128,MIT-LongTerm
267306,MIT-LongTerm_00,128,MIT-LongTerm
267418,MIT-LongTerm_00,128,MIT-LongTerm
267533,MIT-LongTerm_00,128,MIT-LongTerm
267652,MIT-LongTerm_00,128,MIT-LongTerm
267768,MIT-LongTerm_00,128,MIT-LongTerm
267884,MIT-LongTerm_00,128,MIT-LongTerm
268002,MIT-LongTerm_00,128,MIT-LongTerm
268124,MIT-LongTerm_00,128,MIT-LongTerm
268245,MIT-LongTerm_00,128,MIT-LongTerm
268363,MIT-LongTerm_00,128,MIT-LongTerm
268483,MIT-LongTerm_00,128,MIT-LongTerm
268604,MIT-LongTerm_00,128,MIT-LongTerm
268726,MIT-LongTerm_00,128,MIT-LongTerm
268844,MIT-LongTerm_00,128,MIT-LongTerm
268963,MIT-LongTerm_00,128,MIT-LongTerm
269081,MIT-LongTerm_00,128,MIT-LongTerm
269197,MIT-LongTerm_00,128,MIT-LongTerm
269311,MIT-LongTerm_00,128,MIT-LongTerm
269425,MIT-LongTerm_00,128,MIT-LongTerm
269537,MIT-LongTerm_00,128,MIT-LongTerm
269649,MIT-LongTerm_00,128,MIT-LongTerm
269759,MIT-LongTerm_00,128,MIT-LongTerm
269867,MIT-LongTerm_00,128,MIT-LongTerm
269980,MIT-LongTerm_00,128,MIT-LongTerm
270099,MIT-LongTerm_00,128,MIT-LongTerm
270212,MIT-LongTerm_00,128,MIT-LongTerm
270327,MIT-LongTerm_00,128,MIT-LongTerm
270446,MIT-LongTerm_00,128,MIT-LongTerm
270567,MIT-LongTerm_00,128,MIT-LongTerm
270691,MIT-LongTerm_00,128,MIT-LongTerm
270810,MIT-LongTerm_00,128,MIT-LongTerm
270930,MIT-LongTerm_00,128,MIT-LongTerm
271050,MIT-LongTerm_00,128,MIT-LongTerm
271166,MIT-LongTerm_00,128,MIT-LongTerm
271276,MIT-LongTerm_00,128,MIT-LongTerm
271388,MIT-LongTerm_00,128,MIT-LongTerm
271503,MIT-LongTerm_00,128,MIT-LongTerm
271618,MIT-LongTerm_00,128,MIT-LongTerm
271732,MIT-LongTerm_00,128,MIT-LongTerm
271847,MIT-LongTerm_00,128,MIT-LongTerm
271961,MIT-LongTerm_00,128,MIT-LongTerm
272074,MIT-LongTerm_00,128,MIT-LongTerm
272185,MIT-LongTerm_00,128,MIT-LongTerm
272296,MIT-LongTerm_00,128,MIT-LongTerm
272408,MIT-LongTerm_00,128,MIT-LongTerm
272523,MIT-LongTerm_00,128,MIT-LongTerm
272632,MIT-LongTerm_00,128,MIT-LongTerm
272746,MIT-LongTerm_00,128,MIT-LongTerm
272862,MIT-LongTerm_00,128,MIT-LongTerm
272984,MIT-LongTerm_00,128,MIT-LongTerm
273103,MIT-LongTerm_00,128,MIT-LongTerm
273225,MIT-LongTerm_00,128,MIT-LongTerm
273350,MIT-LongTerm_00,128,MIT-LongTerm
273471,MIT-LongTerm_00,128,MIT-LongTerm
273589,MIT-LongTerm_00,128,MIT-LongTerm
273709,MIT-LongTerm_00,128,MIT-LongTerm
273827,MIT-LongTerm_00,128,MIT-LongTerm
273942,MIT-LongTerm_00,128,MIT-LongTerm
274058,MIT-LongTerm_00,128,MIT-LongTerm
274175,MIT-LongTerm_00,128,MIT-LongTerm
274294,MIT-LongTerm_00,128,MIT-LongTerm
274410,MIT-LongTerm_00,128,MIT-LongTerm
274529,MIT-LongTerm_00,128,MIT-LongTerm
274653,MIT-LongTerm_00,128,MIT-LongTerm
274773,MIT-LongTerm_00,128,MIT-LongTerm
274888,MIT-LongTerm_00,128,MIT-LongTerm
275007,MIT-LongTerm_00,128,MIT-LongTerm
275124,MIT-LongTerm_00,128,MIT-LongTerm
275237,MIT-LongTerm_00,128,MIT-LongTerm
275349,MIT-LongTerm_00,128,MIT-LongTerm
275459,MIT-LongTerm_00,128,MIT-LongTerm
275569,MIT-LongTerm_00,128,MIT-LongTerm
275676,MIT-LongTerm_00,128,MIT-LongTerm
275783,MIT-LongTerm_00,128,MIT-LongTerm
275886,MIT-LongTerm_00,128,MIT-LongTerm
275989,MIT-LongTerm_00,128,MIT-LongTerm
276087,MIT-LongTerm_00,128,MIT-LongTerm
276185,MIT-LongTerm_00,128,MIT-LongTerm
276290,MIT-LongTerm_00,128,MIT-LongTerm
276398,MIT-LongTerm_00,128,MIT-LongTerm
276500,MIT-LongTerm_00,128,MIT-LongTerm
276599,MIT-LongTerm_00,128,MIT-LongTerm
276703,MIT-LongTerm_00,128,MIT-LongTerm
276812,MIT-LongTerm_00,128,MIT-LongTerm
276912,MIT-LongTerm_00,128,MIT-LongTerm
277012,MIT-LongTerm_00,128,MIT-LongTerm
277115,MIT-LongTerm_00,128,MIT-LongTerm
277225,MIT-LongTerm_00,128,MIT-LongTerm
277330,MIT-LongTerm_00,128,MIT-LongTerm
277430,MIT-LongTerm_00,128,MIT-LongTerm
277535,MIT-LongTerm_00,128,MIT-LongTerm
277645,MIT-LongTerm_00,128,MIT-LongTerm
277753,MIT-LongTerm_00,128,MIT-LongTerm
277854,MIT-LongTerm_00,128,MIT-LongTerm
277957,MIT-LongTerm_00,128,MIT-LongTerm
278066,MIT-LongTerm_00,128,MIT-LongTerm
278175,MIT-LongTerm_00,128,MIT-LongTerm
278278,MIT-LongTerm_00,128,MIT-LongTerm
278382,MIT-LongTerm_00,128,MIT-LongTerm
278488,MIT-LongTerm_00,128,MIT-LongTerm
278601,MIT-LongTerm_00,128,MIT-LongTerm
278706,MIT-LongTerm_00,128,MIT-LongTerm
278809,MIT-LongTerm_00,128,MIT-LongTerm
278916,MIT-LongTerm_00,128,MIT-LongTerm
279025,MIT-LongTerm_00,128,MIT-LongTerm
279130,MIT-LongTerm_00,128,MIT-LongTerm
279231,MIT-LongTerm_00,128,MIT-LongTerm
279333,MIT-LongTerm_00,128,MIT-LongTerm
279444,MIT-LongTerm_00,128,MIT-LongTerm
279554,MIT-LongTerm_00,128,MIT-LongTerm
279660,MIT-LongTerm_00,128,MIT-LongTerm
279763,MIT-LongTerm_00,128,MIT-LongTerm
279869,MIT-LongTerm_00,128,MIT-LongTerm
279978,MIT-LongTerm_00,128,MIT-LongTerm
280083,MIT-LongTerm_00,128,MIT-LongTerm
280195,MIT-LongTerm_00,128,MIT-LongTerm
280304,MIT-LongTerm_00,128,MIT-LongTerm
280426,MIT-LongTerm_00,128,MIT-LongTerm
280542,MIT-LongTerm_00,128,MIT-LongTerm
280649,MIT-LongTerm_00,128,MIT-LongTerm
280755,MIT-LongTerm_00,128,MIT-LongTerm
280861,MIT-LongTerm_00,128,MIT-LongTerm
280969,MIT-LongTerm_00,128,MIT-LongTerm
281071,MIT-LongTerm_00,128,MIT-LongTerm
281172,MIT-LongTerm_00,128,MIT-LongTerm
281281,MIT-LongTerm_00,128,MIT-LongTerm
281389,MIT-LongTerm_00,128,MIT-LongTerm
281495,MIT-LongTerm_00,128,MIT-LongTerm
281599,MIT-LongTerm_00,128,MIT-LongTerm
281708,MIT-LongTerm_00,128,MIT-LongTerm
281818,MIT-LongTerm_00,128,MIT-LongTerm
281921,MIT-LongTerm_00,128,MIT-LongTerm
282023,MIT-LongTerm_00,128,MIT-LongTerm
282135,MIT-LongTerm_00,128,MIT-LongTerm
282253,MIT-LongTerm_00,128,MIT-LongTerm
282360,MIT-LongTerm_00,128,MIT-LongTerm
282460,MIT-LongTerm_00,128,MIT-LongTerm
282566,MIT-LongTerm_00,128,MIT-LongTerm
282667,MIT-LongTerm_00,128,MIT-LongTerm
282776,MIT-LongTerm_00,128,MIT-LongTerm
282890,MIT-LongTerm_00,128,MIT-LongTerm
282996,MIT-LongTerm_00,128,MIT-LongTerm
283108,MIT-LongTerm_00,128,MIT-LongTerm
283226,MIT-LongTerm_00,128,MIT-LongTerm
283336,MIT-LongTerm_00,128,MIT-LongTerm
283466,MIT-LongTerm_00,128,MIT-LongTerm
283600,MIT-LongTerm_00,128,MIT-LongTerm
283720,MIT-LongTerm_00,128,MIT-LongTerm
283831,MIT-LongTerm_00,128,MIT-LongTerm
283938,MIT-LongTerm_00,128,MIT-LongTerm
284049,MIT-LongTerm_00,128,MIT-LongTerm
284167,MIT-LongTerm_00,128,MIT-LongTerm
284278,MIT-LongTerm_00,128,MIT-LongTerm
284387,MIT-LongTerm_00,128,MIT-LongTerm
284496,MIT-LongTerm_00,128,MIT-LongTerm
284605,MIT-LongTerm_00,128,MIT-LongTerm
284713,MIT-LongTerm_00,128,MIT-LongTerm
284819,MIT-LongTerm_00,128,MIT-LongTerm
284925,MIT-LongTerm_00,128,MIT-LongTerm
285030,MIT-LongTerm_00,128,MIT-LongTerm
285135,MIT-LongTerm_00,128,MIT-LongTerm
285236,MIT-LongTerm_00,128,MIT-LongTerm
285336,MIT-LongTerm_00,128,MIT-LongTerm
285439,MIT-LongTerm_00,128,MIT-LongTerm
285544,MIT-LongTerm_00,128,MIT-LongTerm
285649,MIT-LongTerm_00,128,MIT-LongTerm
285747,MIT-LongTerm_00,128,MIT-LongTerm
285845,MIT-LongTerm_00,128,MIT-LongTerm
285945,MIT-LongTerm_00,128,MIT-LongTerm
286146,MIT-LongTerm_00,128,MIT-LongTerm
286334,MIT-LongTerm_00,128,MIT-LongTerm
286422,MIT-LongTerm_00,128,MIT-LongTerm
286509,MIT-LongTerm_00,128,MIT-LongTerm
286594,MIT-LongTerm_00,128,MIT-LongTerm
286681,MIT-LongTerm_00,128,MIT-LongTerm
286765,MIT-LongTerm_00,128,MIT-LongTerm
286849,MIT-LongTerm_00,128,MIT-LongTerm
286933,MIT-LongTerm_00,128,MIT-LongTerm
287020,MIT-LongTerm_00,128,MIT-LongTerm
287109,MIT-LongTerm_00,128,MIT-LongTerm
287202,MIT-LongTerm_00,128,MIT-LongTerm
287294,MIT-LongTerm_00,128,MIT-LongTerm
287388,MIT-LongTerm_00,128,MIT-LongTerm
287484,MIT-LongTerm_00,128,MIT-LongTerm
287581,MIT-LongTerm_00,128,MIT-LongTerm
287677,MIT-LongTerm_00,128,MIT-LongTerm
287772,MIT-LongTerm_00,128,MIT-LongTerm
287867,MIT-LongTerm_00,128,MIT-LongTerm
287965,MIT-LongTerm_00,128,MIT-LongTerm
288068,MIT-LongTerm_00,128,MIT-LongTerm
288166,MIT-LongTerm_00,128,MIT-LongTerm
288262,MIT-LongTerm_00,128,MIT-LongTerm
288360,MIT-LongTerm_00,128,MIT-LongTerm
288461,MIT-LongTerm_00,128,MIT-LongTerm
288564,MIT-LongTerm_00,128,MIT-LongTerm
288671,MIT-LongTerm_00,128,MIT-LongTerm
288770,MIT-LongTerm_00,128,MIT-LongTerm
288871,MIT-LongTerm_00,128,MIT-LongTerm
288983,MIT-LongTerm_00,128,MIT-LongTerm
289191,MIT-LongTerm_00,128,MIT-LongTerm
289384,MIT-LongTerm_00,128,MIT-LongTerm
289476,MIT-LongTerm_00,128,MIT-LongTerm
289572,MIT-LongTerm_00,128,MIT-LongTerm
289666,MIT-LongTerm_00,128,MIT-LongTerm
289763,MIT-LongTerm_00,128,MIT-LongTerm
289866,MIT-LongTerm_00,128,MIT-LongTerm
289976,MIT-LongTerm_00,128,MIT-LongTerm
290093,MIT-LongTerm_00,128,MIT-LongTerm
290210,MIT-LongTerm_00,128,MIT-LongTerm
290332,MIT-LongTerm_00,128,MIT-LongTerm
290449,MIT-LongTerm_00,128,MIT-LongTerm
290560,MIT-LongTerm_00,128,MIT-LongTerm
290667,MIT-LongTerm_00,128,MIT-LongTerm
290776,MIT-LongTerm_00,128,MIT-LongTerm
290891,MIT-LongTerm_00,128,MIT-LongTerm
291002,MIT-LongTerm_00,128,MIT-LongTerm
291108,MIT-LongTerm_00,128,MIT-LongTerm
291218,MIT-LongTerm_00,128,MIT-LongTerm
291334,MIT-LongTerm_00,128,MIT-LongTerm
291446,MIT-LongTerm_00,128,MIT-LongTerm
291556,MIT-LongTerm_00,128,MIT-LongTerm
291668,MIT-LongTerm_00,128,MIT-LongTerm
291782,MIT-LongTerm_00,128,MIT-LongTerm
291894,MIT-LongTerm_00,128,MIT-LongTerm
292005,MIT-LongTerm_00,128,MIT-LongTerm
292117,MIT-LongTerm_00,128,MIT-LongTerm
292230,MIT-LongTerm_00,128,MIT-LongTerm
292343,MIT-LongTerm_00,128,MIT-LongTerm
292453,MIT-LongTerm_00,128,MIT-LongTerm
292562,MIT-LongTerm_00,128,MIT-LongTerm
292673,MIT-LongTerm_00,128,MIT-LongTerm
292785,MIT-LongTerm_00,128,MIT-LongTerm
292895,MIT-LongTerm_00,128,MIT-LongTerm
293006,MIT-LongTerm_00,128,MIT-LongTerm
293118,MIT-LongTerm_00,128,MIT-LongTerm
293231,MIT-LongTerm_00,128,MIT-LongTerm
293342,MIT-LongTerm_00,128,MIT-LongTerm
293454,MIT-LongTerm_00,128,MIT-LongTerm
293569,MIT-LongTerm_00,128,MIT-LongTerm
293687,MIT-LongTerm_00,128,MIT-LongTerm
293804,MIT-LongTerm_00,128,MIT-LongTerm
293922,MIT-LongTerm_00,128,MIT-LongTerm
294041,MIT-LongTerm_00,128,MIT-LongTerm
294161,MIT-LongTerm_00,128,MIT-LongTerm
294278,MIT-LongTerm_00,128,MIT-LongTerm
294397,MIT-LongTerm_00,128,MIT-LongTerm
294518,MIT-LongTerm_00,128,MIT-LongTerm
294639,MIT-LongTerm_00,128,MIT-LongTerm
294756,MIT-LongTerm_00,128,MIT-LongTerm
294874,MIT-LongTerm_00,128,MIT-LongTerm
294989,MIT-LongTerm_00,128,MIT-LongTerm
295104,MIT-LongTerm_00,128,MIT-LongTerm
295217,MIT-LongTerm_00,128,MIT-LongTerm
295330,MIT-LongTerm_00,128,MIT-LongTerm
295441,MIT-LongTerm_00,128,MIT-LongTerm
295553,MIT-LongTerm_00,128,MIT-LongTerm
295663,MIT-LongTerm_00,128,MIT-LongTerm
295771,MIT-LongTerm_00,128,MIT-LongTerm
295876,MIT-LongTerm_00,128,MIT-LongTerm
295974,MIT-LongTerm_00,128,MIT-LongTerm
296076,MIT-LongTerm_00,128,MIT-LongTerm
296179,MIT-LongTerm_00,128,MIT-LongTerm
296284,MIT-LongTerm_00,128,MIT-LongTerm
296389,MIT-LongTerm_00,128,MIT-LongTerm
296500,MIT-LongTerm_00,128,MIT-LongTerm
296631,MIT-LongTerm_00,128,MIT-LongTerm
296757,MIT-LongTerm_00,128,MIT-LongTerm
296871,MIT-LongTerm_00,128,MIT-LongTerm
296984,MIT-LongTerm_00,128,MIT-LongTerm
297100,MIT-LongTerm_00,128,MIT-LongTerm
297214,MIT-LongTerm_00,128,MIT-LongTerm
297326,MIT-LongTerm_00,128,MIT-LongTerm
297439,MIT-LongTerm_00,128,MIT-LongTerm
297553,MIT-LongTerm_00,128,MIT-LongTerm
297667,MIT-LongTerm_00,128,MIT-LongTerm
297781,MIT-LongTerm_00,128,MIT-LongTerm
297897,MIT-LongTerm_00,128,MIT-LongTerm
298012,MIT-LongTerm_00,128,MIT-LongTerm
298130,MIT-LongTerm_00,128,MIT-LongTerm
298248,MIT-LongTerm_00,128,MIT-LongTerm
298366,MIT-LongTerm_00,128,MIT-LongTerm
298485,MIT-LongTerm_00,128,MIT-LongTerm
298605,MIT-LongTerm_00,128,MIT-LongTerm
298723,MIT-LongTerm_00,128,MIT-LongTerm
298846,MIT-LongTerm_00,128,MIT-LongTerm
298968,MIT-LongTerm_00,128,MIT-LongTerm
299090,MIT-LongTerm_00,128,MIT-LongTerm
299205,MIT-LongTerm_00,128,MIT-LongTerm
299323,MIT-LongTerm_00,128,MIT-LongTerm
299442,MIT-LongTerm_00,128,MIT-LongTerm
299557,MIT-LongTerm_00,128,MIT-LongTerm
299670,MIT-LongTerm_00,128,MIT-LongTerm
299784,MIT-LongTerm_00,128,MIT-LongTerm
299897,MIT-LongTerm_00,128,MIT-LongTerm
300011,MIT-LongTerm_00,128,MIT-LongTerm
300122,MIT-LongTerm_00,128,MIT-LongTerm
300234,MIT-LongTerm_00,128,MIT-LongTerm
300348,MIT-LongTerm_00,128,MIT-LongTerm
300467,MIT-LongTerm_00,128,MIT-LongTerm
300587,MIT-LongTerm_00,128,MIT-LongTerm
300711,MIT-LongTerm_00,128,MIT-LongTerm
300837,MIT-LongTerm_00,128,MIT-LongTerm
300966,MIT-LongTerm_00,128,MIT-LongTerm
301085,MIT-LongTerm_00,128,MIT-LongTerm
301203,MIT-LongTerm_00,128,MIT-LongTerm
301322,MIT-LongTerm_00,128,MIT-LongTerm
301441,MIT-LongTerm_00,128,MIT-LongTerm
301558,MIT-LongTerm_00,128,MIT-LongTerm
301681,MIT-LongTerm_00,128,MIT-LongTerm
301808,MIT-LongTerm_00,128,MIT-LongTerm
301935,MIT-LongTerm_00,128,MIT-LongTerm
302059,MIT-LongTerm_00,128,MIT-LongTerm
302187,MIT-LongTerm_00,128,MIT-LongTerm
302312,MIT-LongTerm_00,128,MIT-LongTerm
302433,MIT-LongTerm_00,128,MIT-LongTerm
302555,MIT-LongTerm_00,128,MIT-LongTerm
302676,MIT-LongTerm_00,128,MIT-LongTerm
302793,MIT-LongTerm_00,128,MIT-LongTerm
302906,MIT-LongTerm_00,128,MIT-LongTerm
303021,MIT-LongTerm_00,128,MIT-LongTerm
303137,MIT-LongTerm_00,128,MIT-LongTerm
303248,MIT-LongTerm_00,128,MIT-LongTerm
303359,MIT-LongTerm_00,128,MIT-LongTerm
303473,MIT-LongTerm_00,128,MIT-LongTerm
303584,MIT-LongTerm_00,128,MIT-LongTerm
303694,MIT-LongTerm_00,128,MIT-LongTerm
303803,MIT-LongTerm_00,128,MIT-LongTerm
303913,MIT-LongTerm_00,128,MIT-LongTerm
304023,MIT-LongTerm_00,128,MIT-LongTerm
304131,MIT-LongTerm_00,128,MIT-LongTerm
304242,MIT-LongTerm_00,128,MIT-LongTerm
304356,MIT-LongTerm_00,128,MIT-LongTerm
304467,MIT-LongTerm_00,128,MIT-LongTerm
304579,MIT-LongTerm_00,128,MIT-LongTerm
304693,MIT-LongTerm_00,128,MIT-LongTerm
304807,MIT-LongTerm_00,128,MIT-LongTerm
304919,MIT-LongTerm_00,128,MIT-LongTerm
305031,MIT-LongTerm_00,128,MIT-LongTerm
305143,MIT-LongTerm_00,128,MIT-LongTerm
305255,MIT-LongTerm_00,128,MIT-LongTerm
305364,MIT-LongTerm_00,128,MIT-LongTerm
305475,MIT-LongTerm_00,128,MIT-LongTerm
305588,MIT-LongTerm_00,128,MIT-LongTerm
305698,MIT-LongTerm_00,128,MIT-LongTerm
305809,MIT-LongTerm_00,128,MIT-LongTerm
305922,MIT-LongTerm_00,128,MIT-LongTerm
306037,MIT-LongTerm_00,128,MIT-LongTerm
306148,MIT-LongTerm_00,128,MIT-LongTerm
306260,MIT-LongTerm_00,128,MIT-LongTerm
306373,MIT-LongTerm_00,128,MIT-LongTerm
306487,MIT-LongTerm_00,128,MIT-LongTerm
306598,MIT-LongTerm_00,128,MIT-LongTerm
306712,MIT-LongTerm_00,128,MIT-LongTerm
306827,MIT-LongTerm_00,128,MIT-LongTerm
306939,MIT-LongTerm_00,128,MIT-LongTerm
307051,MIT-LongTerm_00,128,MIT-LongTerm
307163,MIT-LongTerm_00,128,MIT-LongTerm
307278,MIT-LongTerm_00,128,MIT-LongTerm
307394,MIT-LongTerm_00,128,MIT-LongTerm
307508,MIT-LongTerm_00,128,MIT-LongTerm
307625,MIT-LongTerm_00,128,MIT-LongTerm
307747,MIT-LongTerm_00,128,MIT-LongTerm
307867,MIT-LongTerm_00,128,MIT-LongTerm
307983,MIT-LongTerm_00,128,MIT-LongTerm
308099,MIT-LongTerm_00,128,MIT-LongTerm
308329,MIT-LongTerm_00,128,MIT-LongTerm
308442,MIT-LongTerm_00,128,MIT-LongTerm
308545,MIT-LongTerm_00,128,MIT-LongTerm
308657,MIT-LongTerm_00,128,MIT-LongTerm
308873,MIT-LongTerm_00,128,MIT-LongTerm
308989,MIT-LongTerm_00,128,MIT-LongTerm
309083,MIT-LongTerm_00,128,MIT-LongTerm
309181,MIT-LongTerm_00,128,MIT-LongTerm
309283,MIT-LongTerm_00,128,MIT-LongTerm
309388,MIT-LongTerm_00,128,MIT-LongTerm
309510,MIT-LongTerm_00,128,MIT-LongTerm
309636,MIT-LongTerm_00,128,MIT-LongTerm
309754,MIT-LongTerm_00,128,MIT-LongTerm
309878,MIT-LongTerm_00,128,MIT-LongTerm
309996,MIT-LongTerm_00,128,MIT-LongTerm
310108,MIT-LongTerm_00,128,MIT-LongTerm
310222,MIT-LongTerm_00,128,MIT-LongTerm
310337,MIT-LongTerm_00,128,MIT-LongTerm
310451,MIT-LongTerm_00,128,MIT-LongTerm
310563,MIT-LongTerm_00,128,MIT-LongTerm
310677,MIT-LongTerm_00,128,MIT-LongTerm
310791,MIT-LongTerm_00,128,MIT-LongTerm
310903,MIT-LongTerm_00,128,MIT-LongTerm
311012,MIT-LongTerm_00,128,MIT-LongTerm
